2017-10-11 02:00:19,290 | INFO  |  |  |  |  |  | Thread-309 | BaseTCPIPEndpoint        | Successful reconnection of dsClient8 Hostname=[ctovm2450.dev.sabre.com/10.14.55.169] Port=[4003] after 0 delay. Retry number 1
2017-10-11 02:00:19,290 | INFO  |  |  |  |  |  | Thread-304 | BaseTCPIPEndpoint        | Successful reconnection of dsClient3 Hostname=[ctovm2450.dev.sabre.com/10.14.55.169] Port=[4002] after 0 delay. Retry number 1
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | RequestAddCookies        | CookieSpec selected: default
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | RequestAddCookies        | Cookie [version: 0][name: TFLB][value: tfFastApiQ1][domain: api.travelfusion.com][path: /][expiry: null] match [api.travelfusion.com:80/api-v2/]
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | RequestAuthCache         | Auth cache not set in the context
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | pClientConnectionManager | Connection request: [route: {}->http://www-ad-proxy.sabre.com:80->http://api.travelfusion.com:80][total kept alive: 1; route allocated: 1 of 2147483647; total allocated: 1 of 2147483647]
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | wire                     | http-outgoing-926 << "end of stream"
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | agedHttpClientConnection | http-outgoing-926: Close connection
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | pClientConnectionManager | Connection leased: [id: 931][route: {}->http://www-ad-proxy.sabre.com:80->http://api.travelfusion.com:80][total kept alive: 0; route allocated: 1 of 2147483647; total allocated: 1 of 2147483647]
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | MainClientExec           | Opening connection {}->http://www-ad-proxy.sabre.com:80->http://api.travelfusion.com:80
2017-10-11 02:00:20,140 | DEBUG | ID:414d5120444d4f4d514d3034202020200ac91259b2cc5f29 | GT | TF-HOTEL | SSG_GT_HotelAvailRQ | NOT_SET | http GT - TF-HOTEL (SSG_GT_HotelAvailRQ) id: 829994 | ClientConnectionOperator | Connecting to www-ad-proxy.sabre.com/151.193.220.28:80
